opportunity_id,sales_rep,product,account_name,deal_stage,engage_date,close_date,revenue,state,zip_code,region
K7056XS7,Rosie Papadopoulos,MG Advanced,Kinnamplus,Engaging,2017-07-05,,0.0,ME,04101,East
R9V8QAPK,Rosie Papadopoulos,MG Special,Kan-code,Won,2017-07-05,2017-07-14,58.0,VA,23201,East
P6KXSJPD,Versie Hillebrand,MG Special,Codehow,Lost,2017-07-05,2017-07-10,0.0,NE,68101,Central
KM0RKC4Q,Vicki Laflamme,GTX Basic,Hottechi,Lost,2017-07-05,2017-07-06,0.0,IL,60601,West
58TUIJ6D,Zane Levy,GTXPro,Cheers,Lost,2017-07-05,2017-07-17,0.0,CO,80201,West
BXOIQHTS,Zane Levy,GTX Basic,Y-corporation,Won,2017-07-05,2017-09-20,658.0,AK,99501,West
CC3B5DSU,Anna Snelling,GTX Plus Pro,Treequote,Lost,2017-07-06,2017-07-16,0.0,TN,37201,Central
GLM4XZLI,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-07-06,2017-07-07,0.0,MD,21201,East
K8VBNOW9,Cassey Cress,GTX Plus Pro,Plussunin,Won,2017-07-06,2017-09-01,4791.0,MA,02101,East
3GEDSDVN,Cecily Lampkin,GTX Basic,Inity,Won,2017-07-06,2017-07-08,590.0,OK,73101,Central
R0ZYAJFM,Cecily Lampkin,GTX Plus Pro,Isdom,Won,2017-07-06,2017-07-14,5629.0,IA,50301,Central
BRFZCNMP,Corliss Cosme,GTX Plus Basic,,Engaging,2017-07-06,,0.0,TX,75001,East
R8X2RVQ2,Corliss Cosme,GTXPro,Vehement Capital Partners,Lost,2017-07-06,2017-07-15,0.0,MD,21201,East
E2KGQVEO,Daniell Hammack,MG Advanced,,Engaging,2017-07-06,,0.0,TX,75001,East
DFG6OP8T,Daniell Hammack,GTX Plus Pro,Massive Dynamic,Lost,2017-07-06,2017-07-18,0.0,FL,33101,East
JB4MECWM,Daniell Hammack,GTXPro,Xx-zobam,Lost,2017-07-06,2017-07-07,0.0,SC,29201,East
CDGA1SD7,Darcel Schlecht,GTXPro,Streethex,Won,2017-07-06,2017-09-12,4323.0,WI,53201,Central
SBILEY2W,Darcel Schlecht,GTXPro,Treequote,Won,2017-07-06,2017-07-12,5085.0,TN,37201,Central
JMTKEPXF,Donn Cantrell,MG Advanced,Zotware,Won,2017-07-06,2017-07-17,2996.0,RI,02901,East
937CNF5D,Garret Kinder,GTXPro,Condax,Won,2017-07-06,2017-07-14,4682.0,ND,58501,East
EQ399D3M,Hayden Neloms,MG Advanced,Sonron,Won,2017-07-06,2017-07-14,3250.0,NV,89101,West
DOVNGYN4,Kami Bicknell,GTX Basic,Green-Plus,Lost,2017-07-06,2017-07-12,0.0,CO,80201,West
A0IS9TWV,Kary Hendrixson,GTXPro,Kan-code,Lost,2017-07-06,2017-07-16,0.0,VA,23201,West
E7TDBIDS,Kary Hendrixson,GTXPro,Kan-code,Won,2017-07-06,2017-09-06,5323.0,VA,23201,West
TIFPUXSQ,Marty Freudenburg,GTX Basic,Condax,Lost,2017-07-06,2017-07-07,0.0,ND,58501,Central
LXDCC260,Marty Freudenburg,GTX Plus Pro,Funholding,Won,2017-07-06,2017-07-07,5966.0,MO,63101,Central
81PWOUF0,Maureen Marcano,GTXPro,,Engaging,2017-07-06,,0.0,TX,75001,West
1Z72JRDI,Maureen Marcano,MG Advanced,Labdrill,Won,2017-07-06,2017-07-16,3452.0,WA,98101,West
XTBADYHW,Moses Frase,MG Special,Toughzap,Lost,2017-07-06,2017-07-17,0.0,MN,55401,Central
PPDU7OWD,Moses Frase,MG Advanced,Stanredtax,Lost,2017-07-06,2017-07-13,0.0,NE,68101,Central
CJ05Q2G5,Rosalina Dieter,GTX Basic,Labdrill,Lost,2017-07-06,2017-07-11,0.0,WA,98101,West
MON3JWUF,Vicki Laflamme,GTX Basic,Faxquote,Won,2017-07-06,2017-07-13,583.0,WA,98101,West
SFMKU2FV,Violet Mclelland,MG Special,Ontomedia,Lost,2017-07-06,2017-07-16,0.0,VA,23201,East
9FH2VYQQ,Zane Levy,GTX Plus Basic,Goodsilron,Lost,2017-07-06,2017-07-13,0.0,MT,59601,West
PMVKMS6A,Zane Levy,GTX Basic,J-Texon,Won,2017-07-06,2017-09-27,507.0,WY,82001,West
E62A05BH,Anna Snelling,GTX Basic,Inity,Lost,2017-07-07,2017-07-15,0.0,OK,73101,Central
U3GCADFV,Anna Snelling,MG Special,Rangreen,Lost,2017-07-07,2017-07-13,0.0,MN,55401,Central
CFI2GXN1,Boris Faz,GTXPro,,Engaging,2017-07-07,,0.0,TX,75001,East
611J0LEK,Boris Faz,GTX Basic,Betasoloin,Won,2017-07-07,2017-07-09,574.0,WV,25301,East
5M5TW9RC,Cassey Cress,GTX Plus Basic,Umbrella Corporation,Engaging,2017-07-07,,0.0,MA,02101,East
ZWA2ES4F,Cassey Cress,MG Special,Opentech,Won,2017-07-07,2017-09-07,48.0,NY,10001,East
LNT5B9XY,Cecily Lampkin,MG Special,Statholdings,Lost,2017-07-07,2017-07-17,0.0,WI,53201,Central
CPQ348W9,Cecily Lampkin,GTX Basic,Isdom,Won,2017-07-07,2017-07-15,458.0,IA,50301,Central
UZ0MRAFU,Cecily Lampkin,GTX Plus Pro,Codehow,Won,2017-07-07,2017-09-18,5455.0,NE,68101,Central
VFO5EK6R,Corliss Cosme,GTX Basic,Silis,Lost,2017-07-07,2017-07-14,0.0,NY,10001,East
GE5SORJX,Corliss Cosme,GTX Plus Pro,Kan-code,Won,2017-07-07,2017-09-17,5666.0,VA,23201,East
03O9FNTZ,Daniell Hammack,GTX Plus Basic,Bluth Company,Won,2017-07-07,2017-07-09,1107.0,MD,21201,East
FIQIRK37,Daniell Hammack,GTXPro,Acme Corporation,Won,2017-07-07,2017-07-08,4089.0,NC,28201,East
M6J6VNVQ,Donn Cantrell,GTX Basic,Ontomedia,Won,2017-07-07,2017-09-08,498.0,VA,23201,East
S767XDO3,Elease Gluck,MG Advanced,Hatfan,Lost,2017-07-07,2017-09-07,0.0,WY,82001,West
ZPKCSV3R,Jonathan Berthelot,MG Special,Dontechi,Won,2017-07-07,2017-07-11,64.0,AR,72201,Central
CLA3RTMS,Kami Bicknell,MG Advanced,Xx-holding,Lost,2017-07-07,2017-07-09,0.0,AK,99501,West
K1K48OTP,Kary Hendrixson,GTX Plus Pro,Conecom,Engaging,2017-07-07,,0.0,MN,55401,West
OJWV4RT2,Kary Hendrixson,GTX Basic,Konex,Lost,2017-07-07,2017-07-09,0.0,OR,97201,West
PMQCN4PR,Kary Hendrixson,GTX Basic,Finjob,Won,2017-07-07,2017-07-09,565.0,CO,80201,West
CBIFB5BB,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-07-07,2017-07-17,579.0,VA,23201,West
BSVZWUXR,Lajuana Vencill,MG Special,Hottechi,Won,2017-07-07,2017-09-11,56.0,IL,60601,Central
PU2UJDTV,Markita Hansen,GTXPro,Scotfind,Won,2017-07-07,2017-09-05,4063.0,AZ,85001,West
LN9NU0A8,Marty Freudenburg,GTX Plus Basic,Inity,Won,2017-07-07,2017-07-17,1193.0,OK,73101,Central
KD27RNU9,Moses Frase,GTX Basic,Scottech,Lost,2017-07-07,2017-07-15,0.0,IA,50301,Central
FN50OJHN,Niesha Huffines,GTX Plus Basic,Betatech,Won,2017-07-07,2017-07-11,1088.0,OK,73101,Central
YA68AAQK,Reed Clapper,GTX Plus Basic,Xx-zobam,Lost,2017-07-07,2017-09-17,0.0,SC,29201,East
90K2ZTKB,Rosalina Dieter,MG Special,Xx-holding,Won,2017-07-07,2017-09-11,58.0,AK,99501,West
YYTZSTL0,Rosie Papadopoulos,GTX Plus Pro,,Engaging,2017-07-07,,0.0,TX,75001,East
1M0THQSZ,Vicki Laflamme,MG Advanced,Golddex,Lost,2017-07-07,2017-07-09,0.0,WY,82001,West
Y1GEH2EG,Vicki Laflamme,GTX Plus Pro,Green-Plus,Won,2017-07-07,2017-07-13,4466.0,CO,80201,West
ORM1IRQ2,Violet Mclelland,MG Special,,Engaging,2017-07-07,,0.0,TX,75001,East
593L4BNI,Violet Mclelland,GTX Basic,Kinnamplus,Lost,2017-07-07,2017-07-14,0.0,ME,04101,East
83EZC8YK,Violet Mclelland,MG Advanced,Xx-zobam,Lost,2017-07-07,2017-07-15,0.0,SC,29201,East
4MTCQ31T,Anna Snelling,MG Special,Gogozoom,Won,2017-07-08,2017-11-06,55.0,WI,53201,Central
QU220OFI,Boris Faz,GTX Basic,Finhigh,Engaging,2017-07-08,,0.0,AL,35201,East
TJYNW3C7,Cassey Cress,GTX Plus Basic,Donware,Lost,2017-07-08,2017-07-15,0.0,MD,21201,East
COGZW25D,Cassey Cress,GTX Plus Basic,Konex,Won,2017-07-08,2017-07-16,861.0,OR,97201,East
B3A6VXVQ,Corliss Cosme,GTX Basic,Acme Corporation,Engaging,2017-07-08,,0.0,NC,28201,East
O83AR1CC,Corliss Cosme,MG Advanced,Plussunin,Lost,2017-07-08,2017-07-09,0.0,MA,02101,East
BOG3D6D7,Corliss Cosme,GTXPro,Umbrella Corporation,Won,2017-07-08,2017-07-19,5137.0,MA,02101,East
J03H7OQF,Darcel Schlecht,MG Special,Betatech,Won,2017-07-08,2017-07-16,54.0,OK,73101,Central
DJXM9LIW,Donn Cantrell,GTX Plus Basic,Kinnamplus,Won,2017-07-08,2017-07-14,1020.0,ME,04101,East
6XH71PH8,Donn Cantrell,GTX Plus Basic,Yearin,Won,2017-07-08,2017-09-28,1136.0,PA,19101,East
AW1U6QKR,Donn Cantrell,MG Special,Konex,Won,2017-07-08,2017-07-14,55.0,OR,97201,East
MAVEITJH,Elease Gluck,GTXPro,Groovestreet,Won,2017-07-08,2017-09-09,5097.0,UT,84101,West
GUJNYTXN,Garret Kinder,GTX Basic,Kinnamplus,Won,2017-07-08,2017-07-09,483.0,ME,04101,East
QKXCMJVB,James Ascencio,GTX Basic,,Engaging,2017-07-08,,0.0,TX,75001,West
ELLLRB7A,James Ascencio,GTX Basic,Zoomit,Won,2017-07-08,2017-08-29,587.0,AK,99501,West
F4EHCQIC,James Ascencio,GTX Plus Pro,Kan-code,Won,2017-07-08,2017-07-16,5284.0,VA,23201,West
EHC9KQDN,Jonathan Berthelot,GTX Basic,Scottech,Lost,2017-07-08,2017-07-09,0.0,IA,50301,Central
MBLFZPU2,Jonathan Berthelot,GTX Basic,Warephase,Lost,2017-07-08,2017-09-12,0.0,MS,39201,Central
L0SOZL9A,Kary Hendrixson,MG Advanced,Y-corporation,Lost,2017-07-08,2017-09-28,0.0,AK,99501,West
00XBYXIB,Kary Hendrixson,GTX Plus Basic,Green-Plus,Won,2017-07-08,2017-07-09,993.0,CO,80201,West
ASN7OCWQ,Markita Hansen,GTX Basic,Groovestreet,Lost,2017-07-08,2017-07-15,0.0,UT,84101,West
SHS9HQX4,Maureen Marcano,GTXPro,Finjob,Won,2017-07-08,2017-09-19,4642.0,CO,80201,West
JYEQFGS5,Reed Clapper,GTXPro,Umbrella Corporation,Lost,2017-07-08,2017-07-17,0.0,MA,02101,East
S9DVJGUO,Reed Clapper,GTXPro,Kan-code,Won,2017-07-08,2017-07-15,4530.0,VA,23201,East
0YPN92QB,Rosalina Dieter,MG Special,Y-corporation,Lost,2017-07-08,2017-07-10,0.0,AK,99501,West
UIA0FO51,Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,2017-07-08,2017-07-09,3569.0,SC,29201,East
48J7F1A2,Vicki Laflamme,MG Advanced,Hottechi,Won,2017-07-08,2017-08-31,3276.0,IL,60601,West
0D37PQA0,Violet Mclelland,GTX Plus Basic,,Engaging,2017-07-08,,0.0,TX,75001,East
D193SPY4,Violet Mclelland,MG Special,Plussunin,Engaging,2017-07-08,,0.0,MA,02101,East
SFIMNCPZ,Violet Mclelland,MG Advanced,Mathtouch,Lost,2017-07-08,2017-07-10,0.0,VT,05601,East
57NT8T8S,Zane Levy,GTX Basic,Finjob,Lost,2017-07-08,2017-07-16,0.0,CO,80201,West
7GLF1GBJ,Zane Levy,GTX Plus Basic,Green-Plus,Lost,2017-07-08,2017-07-16,0.0,CO,80201,West
YST07PM6,Zane Levy,GTX Plus Pro,Doncon,Lost,2017-07-08,2017-07-17,0.0,AK,99501,West
HPU7RQG6,Zane Levy,GTX Plus Pro,Rantouch,Lost,2017-07-08,2017-07-15,0.0,CA,90001,West
6Z1XK6YR,Zane Levy,GTXPro,Hatfan,Lost,2017-07-08,2017-11-09,0.0,WY,82001,West
045D5MZO,Zane Levy,GTX Plus Pro,Kan-code,Won,2017-07-08,2017-07-17,5576.0,VA,23201,West
K1UREXI5,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-09,2017-09-16,460.0,MS,39201,Central
M7Y1LHHA,Boris Faz,GTX Basic,Zathunicon,Won,2017-07-09,2017-07-16,457.0,ME,04101,East
NK1B8YME,Cassey Cress,GTX Plus Pro,,Engaging,2017-07-09,,0.0,TX,75001,East
WP6SUIMC,Cassey Cress,MG Advanced,Silis,Lost,2017-07-09,2017-07-15,0.0,NY,10001,East
SGI5I4X1,Corliss Cosme,GTX Basic,Gekko & Co,Won,2017-07-09,2017-07-10,665.0,DC,20001,East
U07VUUGP,Corliss Cosme,GTX Plus Basic,Zathunicon,Won,2017-07-09,2017-07-15,1122.0,ME,04101,East
SEC6K7X2,Corliss Cosme,GTX Plus Pro,Umbrella Corporation,Won,2017-07-09,2017-07-18,5578.0,MA,02101,East
OT26ZUZ7,Daniell Hammack,GTXPro,Betatech,Engaging,2017-07-09,,0.0,OK,73101,East
MXVBWIE5,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-07-09,2017-09-08,460.0,WI,53201,Central
794F5VJB,Donn Cantrell,GTX Plus Basic,Donware,Won,2017-07-09,2017-08-31,1133.0,MD,21201,East
TNEB1XNK,Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,2017-07-09,2017-09-18,1194.0,DC,20001,East
P60PIE95,Donn Cantrell,GTX Plus Pro,Yearin,Won,2017-07-09,2017-09-16,5861.0,PA,19101,East
HI9S2MRZ,Elease Gluck,GTX Plus Basic,,Engaging,2017-07-09,,0.0,TX,75001,West
QKOAWRXD,Gladys Colclough,GTX Basic,Dontechi,Lost,2017-07-09,2017-07-17,0.0,AR,72201,Central
NC7V5K1T,Gladys Colclough,GTX Plus Basic,Stanredtax,Won,2017-07-09,2017-08-28,1194.0,NE,68101,Central
XTAPYDDI,Gladys Colclough,GTXPro,Funholding,Won,2017-07-09,2017-07-11,4440.0,MO,63101,Central
0CTHPQGT,Jonathan Berthelot,MG Special,Cancity,Won,2017-07-09,2017-07-19,53.0,IN,46201,Central
N9KFOKLS,Kami Bicknell,GTX Basic,Sonron,Lost,2017-07-09,2017-07-14,0.0,NV,89101,West
02SSRMSA,Lajuana Vencill,GTX Plus Basic,Inity,Won,2017-07-09,2017-07-13,1192.0,OK,73101,Central
HBJPBF3P,Marty Freudenburg,MG Special,Conecom,Won,2017-07-09,2017-09-01,54.0,MN,55401,Central
E6D2DBXF,Moses Frase,MG Advanced,Ron-tech,Lost,2017-07-09,2017-07-13,0.0,IL,60601,Central
OUMM04QV,Moses Frase,GTX Plus Pro,Warephase,Won,2017-07-09,2017-07-18,4651.0,MS,39201,Central
TZQWGMG7,Niesha Huffines,GTX Plus Pro,Rangreen,Lost,2017-07-09,2017-07-19,0.0,MN,55401,Central
66KFPHBT,Niesha Huffines,GTX Plus Pro,Betatech,Won,2017-07-09,2017-09-24,5944.0,OK,73101,Central
WL4TLMUC,Reed Clapper,MG Advanced,Gekko & Co,Lost,2017-07-09,2017-07-17,0.0,DC,20001,East
6AO6E15O,Rosalina Dieter,GTXPro,Statholdings,Engaging,2017-07-09,,0.0,WI,53201,West
OW9OM3UO,Rosalina Dieter,MG Advanced,,Engaging,2017-07-09,,0.0,TX,75001,West
HXMJ5048,Vicki Laflamme,MG Advanced,Green-Plus,Lost,2017-07-09,2017-07-17,0.0,CO,80201,West
CQYAMIQ3,Zane Levy,GTXPro,,Engaging,2017-07-09,,0.0,TX,75001,West
6178B4JM,Anna Snelling,GTX Plus Basic,Domzoom,Won,2017-07-10,2017-07-17,962.0,ND,58501,Central
WC7KCJ2N,Boris Faz,GTX Plus Basic,Silis,Won,2017-07-10,2017-07-21,1063.0,NY,10001,East
5GBVA3ZZ,Cassey Cress,MG Advanced,Zencorporation,Lost,2017-07-10,2017-07-23,0.0,WV,25301,East
B7WWPCO6,Cecily Lampkin,GTX Basic,Gogozoom,Lost,2017-07-10,2017-07-23,0.0,WI,53201,Central
152DN1FE,Darcel Schlecht,GTX Plus Basic,Cancity,Lost,2017-07-10,2017-07-12,0.0,IN,46201,Central
3NJHQZT6,Darcel Schlecht,MG Special,Streethex,Lost,2017-07-10,2017-07-17,0.0,WI,53201,Central
9GOWJ93R,Darcel Schlecht,MG Advanced,Domzoom,Won,2017-07-10,2017-09-03,2572.0,ND,58501,Central
QAB3H9H5,Gladys Colclough,GTXPro,Globex Corporation,Lost,2017-07-10,2017-07-11,0.0,TN,37201,Central
9B9VDAFU,Gladys Colclough,GTXPro,Warephase,Won,2017-07-10,2017-07-18,4631.0,MS,39201,Central
L9F6QP4P,Gladys Colclough,MG Advanced,Isdom,Won,2017-07-10,2017-07-19,3230.0,IA,50301,Central
1D5AYQO6,Hayden Neloms,MG Special,Condax,Won,2017-07-10,2017-07-19,59.0,ND,58501,West
6WR7JQ3C,James Ascencio,MG Advanced,Labdrill,Won,2017-07-10,2017-11-03,3624.0,WA,98101,West
Y2XXRYMX,Kami Bicknell,GTX Plus Basic,Labdrill,Lost,2017-07-10,2017-11-11,0.0,WA,98101,West
Z9DK5289,Kami Bicknell,GTXPro,Golddex,Lost,2017-07-10,2017-07-12,0.0,WY,82001,West
MN34I4DD,Kami Bicknell,GTX Plus Pro,Hatfan,Won,2017-07-10,2017-09-22,5848.0,WY,82001,West
9CQ6TMET,Kami Bicknell,MG Special,Dalttechnology,Won,2017-07-10,2017-07-11,42.0,OR,97201,West
N54HHLC4,Kary Hendrixson,GTX Plus Pro,Sunnamplex,Lost,2017-07-10,2017-07-12,0.0,CA,90001,West
TPP1IGKV,Kary Hendrixson,GTXPro,Nam-zim,Lost,2017-07-10,2017-07-17,0.0,CO,80201,West
9USDNUBL,Markita Hansen,GTX Plus Pro,Hatfan,Lost,2017-07-10,2017-08-29,0.0,WY,82001,West
Q82O5QTN,Marty Freudenburg,MG Advanced,Rangreen,Lost,2017-07-10,2017-07-12,0.0,MN,55401,Central
2HVDAY4L,Moses Frase,MG Special,Cancity,Lost,2017-07-10,2017-07-21,0.0,IN,46201,Central
0FGWN6O0,Moses Frase,GTX Basic,Isdom,Won,2017-07-10,2017-07-19,588.0,IA,50301,Central
FQXZBTEG,Reed Clapper,GTX Plus Basic,Zencorporation,Lost,2017-07-10,2017-07-18,0.0,WV,25301,East
8IGYTN3H,Reed Clapper,MG Special,Yearin,Won,2017-07-10,2017-07-17,54.0,PA,19101,East
QV3TAWDT,Rosie Papadopoulos,GTXPro,,Engaging,2017-07-10,,0.0,TX,75001,East
OTNZ5ZCN,Vicki Laflamme,GTXPro,Singletechno,Won,2017-07-10,2017-09-06,5099.0,AK,99501,West
USJWM3F3,Violet Mclelland,GTX Basic,,Engaging,2017-07-10,,0.0,TX,75001,East
7O2ISWVB,Zane Levy,GTX Plus Pro,Plexzap,Lost,2017-07-10,2017-07-15,0.0,MT,59601,West
QUAD5082,Boris Faz,MG Advanced,Konex,Lost,2017-07-11,2017-07-21,0.0,OR,97201,East
0T9KUEQ2,Cassey Cress,GTX Plus Pro,,Engaging,2017-07-11,,0.0,TX,75001,East
P6H45Y25,Cecily Lampkin,GTX Basic,Scottech,Lost,2017-07-11,2017-09-16,0.0,IA,50301,Central
28EVFB8G,Cecily Lampkin,GTX Plus Basic,Treequote,Lost,2017-07-11,2017-07-13,0.0,TN,37201,Central
VV5LDD24,Corliss Cosme,MG Advanced,Silis,Lost,2017-07-11,2017-07-13,0.0,NY,10001,East
SF3KBDJF,Daniell Hammack,GTXPro,Silis,Lost,2017-07-11,2017-08-18,0.0,NY,10001,East
DKUVKTIT,Daniell Hammack,GTX Plus Pro,Initech,Won,2017-07-11,2017-07-19,4881.0,FL,33101,East
OYUUU6B9,Darcel Schlecht,GTX Basic,Bioholding,Lost,2017-07-11,2017-11-09,0.0,IA,50301,Central
IIVNXACR,Darcel Schlecht,GTXPro,Codehow,Lost,2017-07-11,2017-07-12,0.0,NE,68101,Central
OWBGBQ4G,Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-07-11,2017-07-18,0.0,NE,68101,Central
X2EH33CU,Gladys Colclough,MG Advanced,Genco Pura Olive Oil Company,Won,2017-07-11,2017-07-12,2878.0,MS,39201,Central
GNT6EM5M,Hayden Neloms,MG Special,Xx-holding,Lost,2017-07-11,2017-07-12,0.0,AK,99501,West
U3ZMURXR,Hayden Neloms,MG Advanced,Finjob,Won,2017-07-11,2017-09-08,3121.0,CO,80201,West
4UTOXXV4,James Ascencio,GTX Plus Pro,Golddex,Lost,2017-07-11,2017-07-12,0.0,WY,82001,West
KHWG1W75,James Ascencio,MG Special,Goodsilron,Won,2017-07-11,2017-07-18,57.0,MT,59601,West
MWAW08I7,Jonathan Berthelot,GTX Basic,Treequote,Won,2017-07-11,2017-07-12,576.0,TN,37201,Central
0QV1LRME,Jonathan Berthelot,GTX Plus Basic,Konmatfix,Won,2017-07-11,2017-07-18,1258.0,IN,46201,Central
63GAY8GB,Kami Bicknell,GTX Plus Basic,Singletechno,Lost,2017-07-11,2017-08-22,0.0,AK,99501,West
JB3J080M,Kary Hendrixson,GTX Plus Pro,,Engaging,2017-07-11,,0.0,TX,75001,West
GXHAIS33,Kary Hendrixson,GTX Basic,Doncon,Lost,2017-07-11,2017-09-29,0.0,AK,99501,West
VBRZZAP8,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-07-11,2017-07-20,491.0,IL,60601,West
JR76K5YA,Markita Hansen,GTX Basic,Sunnamplex,Won,2017-07-11,2017-08-23,494.0,CA,90001,West
Z3TX2K6F,Maureen Marcano,GTXPro,Dalttechnology,Lost,2017-07-11,2017-07-20,0.0,OR,97201,West
RGUC0V54,Maureen Marcano,GTX Plus Basic,Zoomit,Won,2017-07-11,2017-09-19,882.0,AK,99501,West
M93A8LTF,Reed Clapper,GTX Plus Basic,Konex,Won,2017-07-11,2017-07-20,1076.0,OR,97201,East
CQW6TYOX,Rosalina Dieter,GTK 500,Cheers,Lost,2017-07-11,2017-07-18,0.0,CO,80201,West
P7H8UY1P,Rosalina Dieter,MG Special,Dalttechnology,Lost,2017-07-11,2017-09-21,0.0,OR,97201,West
6XLFG3VK,Rosalina Dieter,MG Special,Zoomit,Won,2017-07-11,2017-07-19,57.0,AK,99501,West
9ZPY98PB,Vicki Laflamme,GTX Basic,Nam-zim,Lost,2017-07-11,2017-07-13,0.0,CO,80201,West
YRXDI9E8,Vicki Laflamme,MG Advanced,Cheers,Lost,2017-07-11,2017-11-05,0.0,CO,80201,West
1JB82QZ0,Vicki Laflamme,MG Advanced,Sonron,Lost,2017-07-11,2017-07-12,0.0,NV,89101,West
G5GPTVMU,Anna Snelling,GTX Plus Basic,Bioholding,Lost,2017-07-12,2017-08-31,0.0,IA,50301,Central
856VG3CS,Boris Faz,GTX Plus Basic,Plussunin,Won,2017-07-12,2017-09-28,1100.0,MA,02101,East
J80ZEYYM,Cassey Cress,MG Advanced,Donquadtech,Won,2017-07-12,2017-09-18,3630.0,GA,30301,East
21OMR381,Corliss Cosme,MG Special,,Engaging,2017-07-12,,0.0,TX,75001,East
X9HFP474,Daniell Hammack,GTX Basic,Dontechi,Engaging,2017-07-12,,0.0,AR,72201,East
T51ULXCZ,Darcel Schlecht,GTXPro,Bioholding,Lost,2017-07-12,2017-07-23,0.0,IA,50301,Central
3S73ZUQH,Darcel Schlecht,MG Advanced,Betatech,Lost,2017-07-12,2017-07-21,0.0,OK,73101,Central
JUU6C7NO,Donn Cantrell,GTX Plus Basic,Ontomedia,Lost,2017-07-12,2017-09-27,0.0,VA,23201,East
8SNDBWPP,Donn Cantrell,GTX Plus Pro,Massive Dynamic,Lost,2017-07-12,2017-09-28,0.0,FL,33101,East
0PH153YF,Gladys Colclough,GTXPro,Condax,Lost,2017-07-12,2017-07-13,0.0,ND,58501,Central
YNYZNOWR,Hayden Neloms,MG Advanced,Cheers,Lost,2017-07-12,2017-07-25,0.0,CO,80201,West
HUNM56HY,Hayden Neloms,MG Advanced,Sunnamplex,Won,2017-07-12,2017-07-23,3741.0,CA,90001,West
SIONXEMH,Hayden Neloms,MG Advanced,Y-corporation,Won,2017-07-12,2017-07-14,2905.0,AK,99501,West
JX08Z5L5,James Ascencio,GTX Plus Basic,Singletechno,Lost,2017-07-12,2017-07-25,0.0,AK,99501,West
BUJ1TX7Y,Maureen Marcano,GTX Plus Basic,Finjob,Won,2017-07-12,2017-09-14,1023.0,CO,80201,West
6C70OX62,Maureen Marcano,MG Advanced,Y-corporation,Won,2017-07-12,2017-09-24,3257.0,AK,99501,West
V9WVYEE9,Moses Frase,GTX Plus Pro,Codehow,Lost,2017-07-12,2017-07-20,0.0,NE,68101,Central
3N6BHLN6,Niesha Huffines,GTX Plus Basic,Streethex,Won,2017-07-12,2017-08-20,960.0,WI,53201,Central
SQWCQRGY,Reed Clapper,GTXPro,Silis,Lost,2017-07-12,2017-07-14,0.0,NY,10001,East
32K5LEDV,Reed Clapper,GTX Plus Pro,Silis,Won,2017-07-12,2017-07-18,5538.0,NY,10001,East
R0XNAFUB,Zane Levy,GTX Basic,,Engaging,2017-07-12,,0.0,TX,75001,West
XW1ONOVO,Boris Faz,MG Advanced,Kan-code,Won,2017-07-13,2017-07-23,3420.0,VA,23201,East
100W6J9A,Darcel Schlecht,GTXPro,Treequote,Lost,2017-07-13,2017-07-19,0.0,TN,37201,Central
YYRYSVOO,Darcel Schlecht,GTXPro,Bioholding,Won,2017-07-13,2017-07-16,5382.0,IA,50301,Central
P7AX4B3N,Elease Gluck,MG Special,Sonron,Lost,2017-07-13,2017-07-24,0.0,NV,89101,West
GC1TSADL,Elease Gluck,GTXPro,Faxquote,Won,2017-07-13,2017-07-18,5703.0,WA,98101,West
QF1I965E,Garret Kinder,MG Advanced,Mathtouch,Won,2017-07-13,2017-09-30,3340.0,VT,05601,East
P93UCMW8,Hayden Neloms,MG Advanced,Hottechi,Lost,2017-07-13,2017-07-15,0.0,IL,60601,West
YKBRF0NG,Kary Hendrixson,GTX Plus Basic,Nam-zim,Won,2017-07-13,2017-08-09,1014.0,CO,80201,West
OP2DIRC2,Lajuana Vencill,GTX Basic,Inity,Won,2017-07-13,2017-07-19,536.0,OK,73101,Central
VIHXI2JA,Markita Hansen,GTX Plus Basic,Konex,Lost,2017-07-13,2017-07-14,0.0,OR,97201,West
IC4J0BIZ,Niesha Huffines,GTX Basic,Codehow,Won,2017-07-13,2017-07-24,550.0,NE,68101,Central
BNMJAOF4,Niesha Huffines,GTX Basic,Gogozoom,Won,2017-07-13,2017-09-28,469.0,WI,53201,Central
VSWHUBD0,Niesha Huffines,GTX Basic,Ron-tech,Won,2017-07-13,2017-07-14,585.0,IL,60601,Central
7ZWN0JO9,Niesha Huffines,GTX Plus Basic,Scottech,Won,2017-07-13,2017-08-29,943.0,IA,50301,Central
KLPVD6LR,Reed Clapper,GTX Basic,Bioplex,Lost,2017-07-13,2017-07-21,0.0,PA,19101,East
U3M8XTMY,Reed Clapper,GTX Plus Basic,Plussunin,Won,2017-07-13,2017-08-01,1319.0,MA,02101,East
P89VI9EN,Reed Clapper,GTXPro,Bubba Gump,Won,2017-07-13,2017-07-22,5873.0,FL,33101,East
